driverId,lat,lng,speed,bearing
D35,18.486575,73.853626,60,62
D44,18.50438,73.848259,118,74
D32,18.494966,73.829236,33,219
D6,18.508866,73.902574,55,188
D16,18.51919,73.874696,116,85
D24,18.558239,73.871124,67,129
D37,18.535046,73.89001,3,303
D3,18.561637,73.818145,8,209
D14,18.544377,73.846711,49,164
D35,18.5114,73.813882,42,143
D21,18.549476,73.835282,106,340
D5,18.501854,73.872838,6,284
D46,18.547352,73.809848,7,323
D8,18.561366,73.88492,83,204
D48,18.471745,73.807418,4,77
D44,18.556535,73.90443,59,17
D43,18.535573,73.832451,106,207
D24,18.525828,73.831857,45,294
D18,18.51788,73.822101,92,243
D5,18.513816,73.878573,53,23
D25,18.566443,73.887805,36,87
D43,18.512395,73.823613,7,10
D42,18.508567,73.840992,37,156
D12,18.56488,73.814357,35,12
D6,18.545952,73.886489,51,109
D42,18.551258,73.893561,91,45
D34,18.512667,73.816615,112,11
D45,18.481466,73.854415,100,326
D43,18.502552,73.809193,64,187
D16,18.566175,73.82865,53,190
D32,18.517,73.867325,87,321
D50,18.530108,73.902535,120,154
D22,18.554094,73.888534,90,226
D31,18.488001,73.880864,5,40
D4,18.557795,73.897186,4,165
D4,18.527475,73.821098,94,302
D29,18.544483,73.894297,67,306
D38,18.504779,73.886103,67,55
D1,18.568138,73.831965,64,331
D21,18.507222,73.858379,31,286
D6,18.505948,73.849444,48,212
D8,18.480921,73.80812,56,72
D3,18.522974,73.872466,10,8
D49,18.533343,73.876107,2,265
D7,18.569898,73.851491,60,324
D17,18.487306,73.843795,32,42
D2,18.568757,73.899062,85,47
D12,18.500378,73.82073,38,314
D38,18.569732,73.878224,7,355
D33,18.519932,73.834139,31,267
D48,18.569536,73.887263,50,237
D3,18.485607,73.877528,53,334
D26,18.480322,73.819688,35,344
D2,18.47957,73.855109,1,310
D23,18.525797,73.891972,66,322
D17,18.508809,73.862586,103,204
D10,18.529368,73.90237,38,259
D26,18.482322,73.881033,112,187
D43,18.503768,73.886866,63,69
D6,18.564674,73.869084,4,215
D45,18.473685,73.906578,30,320
D1,18.53676,73.861292,61,336
D3,18.547482,73.860044,35,80
D24,18.54502,73.819966,57,22
D43,18.510548,73.899832,66,230
D33,18.547001,73.845817,56,180
D39,18.522277,73.853332,53,151
D37,18.53285,73.844949,68,18
D26,18.528182,73.857975,31,354
D32,18.531246,73.886656,64,279
D7,18.527401,73.859752,87,80
D43,18.472826,73.871916,1,36
D43,18.536393,73.839029,108,232
D5,18.54305,73.81191,63,139
D50,18.501519,73.843253,96,253
D48,18.473998,73.809566,49,335
D43,18.496784,73.872723,89,239
D37,18.542898,73.891513,31,355
D36,18.560963,73.862506,64,206
D39,18.488374,73.814554,39,194
D35,18.560348,73.815683,42,344
D50,18.479135,73.836227,40,288
D45,18.55708,73.878648,64,4
D41,18.554471,73.871492,47,84
D29,18.541379,73.858125,47,211
D10,18.524596,73.862816,8,274
D16,18.480202,73.815274,35,333
D34,18.55387,73.830707,42,282
D45,18.535423,73.879511,64,91
D44,18.519956,73.814744,64,327
D44,18.510814,73.814118,44,40
D3,18.529567,73.832317,7,138
D21,18.507233,73.846385,5,211
D20,18.558756,73.876107,31,314
D35,18.475081,73.837722,36,232
D40,18.484923,73.818449,85,90
D38,18.528318,73.876124,45,137
D9,18.472202,73.844867,45,316
D14,18.552848,73.902072,40,270
D42,18.53768,73.827682,61,2
D9,18.476309,73.828991,42,79
D41,18.554904,73.905549,39,259
D14,18.563935,73.840692,108,105
D3,18.541083,73.864209,62,223
D23,18.533059,73.881544,1,213
D25,18.51016,73.87653,62,244
D24,18.568971,73.898196,31,353
D10,18.513863,73.828245,51,234
D43,18.487903,73.840524,10,69
D31,18.515817,73.846735,10,11
D1,18.490773,73.879439,49,288
D14,18.542175,73.837346,10,301
D8,18.528903,73.821915,64,172
D16,18.524668,73.861295,41,232
D41,18.479502,73.849236,63,13
D28,18.473499,73.899152,34,11
D5,18.547724,73.841773,38,350
D46,18.475061,73.873283,1,236
D33,18.55346,73.901286,110,106
D15,18.471517,73.859606,32,313
D12,18.511377,73.841192,70,22
D47,18.545492,73.819758,35,84
D14,18.517772,73.885494,64,176
D23,18.521596,73.874951,6,53
D13,18.480047,73.881185,35,215
D34,18.56998,73.848908,3,68
D48,18.520788,73.9066,34,11
D19,18.546816,73.905265,47,127
D8,18.524538,73.871686,55,242
D3,18.541838,73.900267,96,25
D19,18.487729,73.871065,66,213
D18,18.539875,73.822321,47,29
D32,18.518887,73.834905,56,154
D36,18.564002,73.830744,113,29
D6,18.470778,73.824776,60,133
D48,18.483239,73.873304,55,308
D47,18.496361,73.807814,47,301
D41,18.490378,73.84928,50,41
D42,18.554099,73.848448,35,15
D17,18.555689,73.860498,81,238
D50,18.478443,73.884264,1,28
D13,18.515911,73.899166,67,57
D19,18.535276,73.838598,98,2
D28,18.560994,73.904468,6,104
D47,18.542744,73.869178,63,160
D45,18.533683,73.830391,6,222
D4,18.504936,73.816987,87,199
D28,18.546025,73.898409,46,226
D45,18.523545,73.884952,40,229
D5,18.55265,73.80975,30,248
D28,18.530232,73.891342,113,343
D49,18.526499,73.886802,9,349
D48,18.513072,73.816916,31,25
D23,18.548154,73.885247,58,234
D9,18.509301,73.850556,107,135
D13,18.494922,73.906384,50,166
D11,18.512673,73.877971,10,340
D16,18.563361,73.853866,66,142
D26,18.512673,73.830831,4,89
D47,18.565635,73.848808,43,270
D36,18.540081,73.900122,57,159
D25,18.483836,73.89321,6,237
D9,18.484341,73.826361,59,245
D9,18.47761,73.903991,37,210
D42,18.50109,73.821373,48,188
D3,18.542331,73.852962,56,22
D24,18.539255,73.843349,49,22
D17,18.536662,73.890792,68,196
D42,18.512,73.839519,33,119
D31,18.554257,73.902047,3,273
D39,18.563835,73.842636,42,52
D50,18.497172,73.812296,48,164
D24,18.478615,73.840465,51,343
D37,18.542181,73.893123,54,354
D34,18.554464,73.895917,112,92
D10,18.481153,73.821597,53,350
D10,18.567309,73.86075,57,289
D31,18.500737,73.848875,118,341
D18,18.513494,73.865628,9,205
D26,18.537122,73.813311,7,321
D39,18.54529,73.905332,57,141
D20,18.483587,73.859008,30,62
D30,18.506883,73.864814,7,193
D42,18.499411,73.906563,59,91
D50,18.548262,73.886841,90,70
D50,18.481138,73.882718,100,75
D8,18.529791,73.90213,92,176
D5,18.50323,73.855664,38,195
D50,18.499243,73.844478,58,71
D34,18.553897,73.808514,64,0
D10,18.520837,73.865491,68,148
D31,18.492966,73.832474,63,39
D7,18.534753,73.858637,41,302
D44,18.54462,73.891114,90,170
D28,18.564137,73.896309,36,116
D42,18.567166,73.82097,10,18
D14,18.535766,73.834321,52,151
D14,18.507719,73.841794,96,316
D31,18.505326,73.89177,68,218
D46,18.47343,73.88544,41,321
D37,18.494538,73.875516,53,78
D45,18.512714,73.887829,69,51
D38,18.505386,73.806761,33,287
D45,18.522546,73.889289,31,90
D5,18.52836,73.879163,30,29
D49,18.568631,73.883928,68,301
D15,18.542159,73.876795,65,313
D37,18.559349,73.852577,58,1
D39,18.517765,73.833511,6,188
D17,18.538239,73.881102,68,237
D6,18.488871,73.852773,105,164
D40,18.533739,73.87973,1,126
D45,18.472542,73.83153,34,208
D34,18.555002,73.85269,51,119
D10,18.514166,73.876188,40,336
D29,18.496393,73.87006,7,341
D20,18.536502,73.814954,44,9
D49,18.492211,73.877775,31,268
D24,18.484442,73.843124,58,53
D7,18.550625,73.810505,33,134
D10,18.56254,73.857766,64,284
D49,18.476417,73.836583,39,47
D25,18.548988,73.901265,51,166
D21,18.47118,73.894441,60,144
D40,18.471095,73.870575,0,206
D50,18.551478,73.856086,65,168
D19,18.564738,73.866623,112,334
D11,18.563741,73.846065,49,19
D6,18.543479,73.808466,9,61
D6,18.481915,73.882513,45,69
D40,18.562867,73.906214,5,272
D46,18.485628,73.868356,46,237
D17,18.477611,73.819112,106,345
D20,18.480831,73.811471,40,207
D29,18.495432,73.874417,116,311
D50,18.470742,73.899915,69,335
D32,18.514813,73.842156,32,243
D43,18.480332,73.858817,63,313
D12,18.550331,73.875895,52,338
D13,18.480394,73.851084,35,322
D21,18.555403,73.861928,55,130
D36,18.559485,73.810718,47,97
D21,18.476759,73.821979,51,204
D13,18.483799,73.859636,37,118
D41,18.550684,73.86746,43,257
D24,18.541436,73.871702,67,0
D46,18.537152,73.819645,42,154
D47,18.550177,73.844471,30,319
D49,18.528235,73.861417,36,240
D32,18.55088,73.865882,57,315
D41,18.542081,73.828736,57,37
D42,18.50296,73.90254,40,281
D50,18.477139,73.868859,69,343
D50,18.565659,73.807803,52,223
D6,18.526609,73.81649,111,334
D1,18.567569,73.817069,109,29
D14,18.506176,73.843594,46,338
D39,18.522724,73.857247,10,73
D18,18.481152,73.818665,0,261
D6,18.538248,73.862505,53,348
D37,18.539366,73.844156,33,167
D18,18.559857,73.812174,64,191
D16,18.534182,73.825251,67,344
D33,18.486945,73.853239,62,10
D6,18.484261,73.873125,103,330
D1,18.542225,73.855018,37,206
D24,18.542198,73.832456,3,68
D33,18.47199,73.831928,9,269
D2,18.560864,73.84089,10,239
D30,18.520782,73.841941,52,294
D41,18.495938,73.814995,61,53
D43,18.519231,73.904406,32,348
D48,18.534514,73.860957,102,3
D22,18.548099,73.832667,97,134
D15,18.517467,73.86844,38,128
D30,18.535122,73.904847,44,106
D33,18.567135,73.83304,34,215
D43,18.535926,73.855708,42,322
D26,18.477366,73.819415,70,64
D14,18.540886,73.812873,60,27
D41,18.490196,73.835733,55,304
D42,18.482946,73.82987,52,227
D25,18.525186,73.881574,37,286
D19,18.531042,73.892435,54,155
D40,18.539362,73.840317,5,184
D19,18.493294,73.830858,50,204
D23,18.505722,73.820743,65,276
D1,18.569231,73.840181,56,177
D31,18.536849,73.883444,7,13
D18,18.482497,73.821832,51,271
D19,18.529523,73.818235,53,351
D9,18.557179,73.871795,43,168
D42,18.499671,73.813903,49,241
D45,18.535773,73.874956,44,359
D20,18.49564,73.811125,61,227
D23,18.564777,73.865533,46,299
D15,18.512218,73.834325,32,337
D25,18.513798,73.868635,83,253
D21,18.488953,73.870041,60,266
D6,18.566885,73.843839,62,132
D35,18.501179,73.830186,30,173
D10,18.493191,73.825028,44,14
D47,18.528219,73.823153,63,85
D47,18.510281,73.902611,31,181
D20,18.55866,73.819791,52,86
D26,18.569041,73.881047,66,153
D33,18.519655,73.843175,57,99
D33,18.544006,73.842447,33,210
D50,18.520704,73.830617,7,358
D26,18.49064,73.846378,70,141
D42,18.526532,73.875378,60,54
D41,18.534831,73.897654,56,269
D38,18.525577,73.856442,49,232
D39,18.509957,73.876067,63,118
D5,18.514178,73.871563,102,72
D46,18.528871,73.857446,68,68
D27,18.48783,73.829297,49,249
D47,18.521183,73.887873,34,245
D8,18.498298,73.893451,70,136
D13,18.524935,73.87751,108,52
D42,18.533183,73.86675,46,181
D42,18.52522,73.902319,55,270
D16,18.476593,73.876224,67,56
D35,18.500103,73.884786,65,261
D11,18.531848,73.895763,36,295
D37,18.515909,73.841268,1,202
D31,18.550806,73.895338,30,94
D34,18.505129,73.865616,111,243
D36,18.538517,73.887248,56,69
D41,18.562606,73.848284,60,244
D43,18.563454,73.850601,57,299
D3,18.543838,73.889377,87,318
D6,18.55237,73.880904,38,120
D36,18.518322,73.869471,63,23
D26,18.508538,73.835845,103,264
D8,18.522627,73.814083,37,319
D47,18.531467,73.871688,53,54
D22,18.532783,73.876507,0,167
D27,18.484389,73.837998,35,330
D16,18.52202,73.878202,100,149
D15,18.503965,73.841855,40,247
D43,18.489011,73.84997,70,4
D33,18.568549,73.878322,62,90
D38,18.559297,73.839028,50,12
D4,18.532253,73.838292,38,355
D7,18.507153,73.811139,40,223
D23,18.529314,73.824219,113,0
D2,18.504349,73.819433,52,165
D24,18.473812,73.869938,30,180
D1,18.545041,73.849281,5,356
D40,18.487827,73.881244,53,5
D50,18.535241,73.839633,30,79
D42,18.480406,73.871613,43,291
D35,18.535178,73.836532,105,191
D44,18.498807,73.813663,56,98
D11,18.521185,73.853323,114,15
D9,18.533568,73.858222,2,196
D49,18.549647,73.904002,65,11
D29,18.490641,73.87307,34,313
D49,18.514051,73.877379,36,23
D13,18.569709,73.869851,45,205
D44,18.555474,73.853532,50,107
D43,18.473959,73.856496,5,354
D17,18.565198,73.814239,37,268
D24,18.56374,73.905447,37,96
D24,18.549087,73.843933,59,79
D28,18.499679,73.832031,43,45
D38,18.485044,73.812743,55,211
D31,18.518538,73.865338,4,33
D40,18.543186,73.821549,65,165
D16,18.514322,73.858455,70,23
D47,18.498979,73.859929,40,324
D32,18.495293,73.875375,33,177
D37,18.52633,73.870701,38,96
D34,18.546597,73.87378,33,80
D7,18.473187,73.843426,10,30
D15,18.494509,73.87511,50,326
D21,18.475023,73.857857,51,268
D48,18.555522,73.840615,39,358
D46,18.48264,73.847034,31,48
D11,18.562229,73.849821,106,144
D26,18.5485,73.856827,48,125
D29,18.492862,73.871518,52,198
D49,18.486126,73.886945,53,142
D44,18.496103,73.833601,38,186
D5,18.47462,73.845095,45,75
D20,18.483781,73.89286,1,55
D33,18.511765,73.832446,42,327
D18,18.552802,73.807791,41,227
D9,18.55989,73.882181,49,40
D13,18.476327,73.857495,47,73
D18,18.567569,73.818419,50,125
D4,18.55908,73.87987,95,44
D7,18.505463,73.832009,5,274
D22,18.537432,73.838825,66,100
D27,18.533904,73.827473,10,8
D30,18.480314,73.878806,51,133
D42,18.534426,73.830132,51,110
D46,18.548737,73.889365,65,302
D42,18.560784,73.843904,43,254
D15,18.478851,73.832969,6,277
D15,18.569258,73.885101,36,343
D15,18.533558,73.872665,33,60
D39,18.508248,73.903151,44,212
D32,18.548109,73.863025,61,142
D23,18.50555,73.826941,1,74
D18,18.494364,73.862964,70,16
D13,18.531283,73.890058,10,103
D2,18.541357,73.862721,105,13
D27,18.502678,73.892538,37,324
D20,18.478018,73.868887,38,130
D25,18.478807,73.830428,50,304
D20,18.533295,73.818621,51,108
D23,18.496756,73.880592,67,169
D49,18.499399,73.839142,40,241
D43,18.553313,73.836394,80,107
D45,18.537075,73.833451,47,211
D36,18.56164,73.808101,7,359
D24,18.54528,73.807482,66,112
D34,18.546659,73.829572,70,310
D31,18.514058,73.846658,80,320
D23,18.538101,73.906095,70,157
D40,18.525399,73.8782,1,116
D49,18.567294,73.818433,105,93
D43,18.512326,73.822446,6,233
D33,18.505536,73.890375,51,281
D16,18.519524,73.831793,65,359
D40,18.501033,73.871198,6,77
D43,18.51756,73.871202,60,336
D49,18.569462,73.8546,34,346
D45,18.495331,73.887923,41,101
D20,18.541322,73.902776,38,70
D47,18.534693,73.870837,39,207
D3,18.499836,73.841943,101,163
D28,18.538461,73.8586,39,159
D24,18.505017,73.884789,65,200
D46,18.53004,73.880673,54,64
D18,18.496388,73.852956,36,221
D14,18.548404,73.825742,8,106
D50,18.487392,73.90435,63,71
D37,18.490839,73.84014,66,84
D25,18.513187,73.824184,70,283
D28,18.558312,73.850647,44,145
D33,18.492229,73.864172,64,295
D29,18.564881,73.840556,48,154
D7,18.489998,73.824762,1,142
D1,18.478684,73.85476,9,11
D12,18.540077,73.876605,100,248
D12,18.532378,73.839979,32,112
D1,18.493299,73.874676,45,339
D43,18.489366,73.871998,48,50
D49,18.54384,73.816696,10,68
D10,18.491813,73.873934,115,27
D10,18.556005,73.901146,35,243
D39,18.51427,73.868923,54,186
D29,18.528929,73.8076,43,345
D4,18.484509,73.813437,99,240
D13,18.509501,73.879991,68,345
D32,18.567458,73.839309,80,353
D49,18.521116,73.905932,65,347
D19,18.553653,73.837001,47,213
D13,18.524617,73.87427,53,165
D1,18.481089,73.826342,68,249
D27,18.482762,73.864756,57,284
D34,18.516996,73.834637,87,338
D29,18.528902,73.905267,48,235
D8,18.51442,73.899884,34,239
D9,18.564867,73.87481,110,295
D18,18.538242,73.857252,52,317
D39,18.510809,73.862206,55,263
D4,18.503488,73.87075,50,328
D33,18.533862,73.8206,43,313
D2,18.532925,73.873526,31,304
D4,18.561799,73.884235,42,337
D25,18.475521,73.847497,39,285
D1,18.5037,73.841187,40,74
D5,18.482822,73.899068,5,12
D47,18.528135,73.825298,86,316
D11,18.528733,73.832581,3,238
D32,18.541456,73.853096,35,282
D2,18.54508,73.880931,37,290
D23,18.544482,73.850536,36,258
D22,18.50893,73.889894,98,259
D9,18.534921,73.889278,45,4
D32,18.511016,73.816967,62,238
D23,18.481954,73.893438,46,103
D4,18.560342,73.885965,117,164
D27,18.558677,73.876805,57,4
D49,18.481335,73.88734,63,105
D42,18.513311,73.815508,80,237
D42,18.545265,73.881701,104,308
D30,18.562259,73.897764,59,123
D43,18.508124,73.838246,92,331
D50,18.521608,73.822579,62,147
D29,18.484198,73.865658,30,334
D10,18.564504,73.814275,10,142
D3,18.53717,73.875766,40,159
D30,18.53809,73.815258,107,8
D3,18.533114,73.846,83,340
D50,18.49638,73.877401,70,135
D49,18.482316,73.834577,32,144
D15,18.515266,73.845691,67,171
D19,18.480069,73.820983,30,79
D43,18.510483,73.834094,64,107
D28,18.536772,73.869589,70,96
D46,18.570185,73.860795,117,165
D29,18.553256,73.881399,65,23
D43,18.5227,73.815491,50,180
D49,18.496682,73.838392,80,249
D23,18.526634,73.890833,54,67
D48,18.514154,73.854345,62,171
D15,18.523772,73.870765,60,229
D20,18.555333,73.901584,57,325
D34,18.519587,73.861831,38,123
D5,18.496005,73.88434,5,199
D23,18.476287,73.889731,33,82
D28,18.564279,73.8253,66,122
D1,18.546333,73.888389,82,255
D27,18.521674,73.878938,50,306
D16,18.474074,73.893677,58,300
D31,18.53824,73.853293,46,317
D5,18.491295,73.826519,0,94
D6,18.515242,73.807153,65,132
D23,18.486163,73.826328,68,323
D9,18.50739,73.852018,64,139
D32,18.475465,73.901631,34,80
D35,18.494689,73.902226,85,51
D10,18.53758,73.895835,54,200
D43,18.506027,73.8605,1,124
D32,18.546485,73.848304,44,134
D21,18.557682,73.822215,0,341
D17,18.561338,73.881107,6,275
D9,18.554212,73.843605,45,223
D19,18.52032,73.900439,50,263
D42,18.49605,73.810103,46,130
D25,18.507688,73.837637,48,86
D20,18.487119,73.868095,117,50
D42,18.53902,73.832527,68,301
D9,18.561076,73.880212,57,335
D11,18.505334,73.878204,60,268
D33,18.553667,73.890104,69,296
D4,18.477075,73.826726,32,185
D8,18.508447,73.845782,50,274
D30,18.522425,73.867172,66,214
D20,18.560279,73.896666,2,10
D6,18.536271,73.873633,10,39
D5,18.493564,73.867521,63,173
D8,18.486805,73.807435,70,228
D14,18.478559,73.839969,86,29
D41,18.535917,73.860588,10,79
D2,18.480464,73.881402,54,305
D41,18.537037,73.835183,41,44
D1,18.518653,73.854755,82,169
D2,18.51431,73.896619,56,320
D44,18.493714,73.862673,10,93
D48,18.52631,73.863717,43,118
D49,18.504653,73.813267,35,241
D15,18.480493,73.905091,9,177
D35,18.542229,73.903837,6,64
D38,18.564854,73.814366,89,105
D1,18.54404,73.873994,97,154
D42,18.482498,73.827961,60,120
D31,18.49088,73.867455,66,179
D38,18.534654,73.862051,37,4
D2,18.551801,73.825686,92,254
D38,18.502369,73.900972,59,291
D18,18.554046,73.867934,41,132
D18,18.558127,73.832879,1,20
D36,18.517535,73.818282,55,188
D37,18.549928,73.820845,87,120
D30,18.495107,73.851524,3,197
D35,18.542216,73.827876,0,259
D40,18.484097,73.859347,41,97
D7,18.537175,73.894945,37,233
D7,18.553643,73.840094,43,221
D17,18.471474,73.825457,5,196
D1,18.5083,73.851485,106,41
D15,18.565818,73.886597,63,161
D5,18.471349,73.822855,1,250
D32,18.486602,73.87708,44,340
D15,18.536765,73.885251,38,85
D1,18.48742,73.815562,45,88
D20,18.531362,73.869961,44,294
D36,18.561099,73.82835,66,360
D37,18.527957,73.903522,61,293
D15,18.473667,73.808297,120,332
D45,18.539459,73.872993,31,284
D24,18.509878,73.861635,52,250
D3,18.533252,73.837747,66,47
D34,18.482831,73.886195,108,77
D49,18.497012,73.890941,48,296
D44,18.557849,73.852798,60,360
D46,18.558342,73.818977,40,293
D33,18.542773,73.837598,0,28
D37,18.547873,73.896993,0,11
D38,18.568949,73.902089,98,137
D32,18.539395,73.897746,97,223
D20,18.472073,73.850157,39,94
D7,18.489761,73.823122,43,140
D38,18.506957,73.854139,84,42
D25,18.537144,73.854591,2,93
D7,18.507078,73.820409,48,269
D38,18.563392,73.826377,55,258
D48,18.474301,73.903152,114,47
D47,18.481448,73.850024,108,223
D29,18.476209,73.854761,69,244
D39,18.497423,73.813417,70,84
D21,18.504035,73.883469,30,100
D16,18.539664,73.885286,7,18
D48,18.526354,73.825463,6,85
D19,18.487356,73.838444,64,282
D32,18.538825,73.852002,58,329
D5,18.560431,73.87179,32,34
D13,18.567647,73.879245,84,48
D46,18.488715,73.818253,54,8
D9,18.510499,73.818356,38,112
D31,18.567418,73.84899,59,176
D6,18.568894,73.872201,56,166
D26,18.540978,73.81833,43,355
D27,18.508814,73.86982,69,66
D28,18.539201,73.846962,31,64
D14,18.529135,73.807892,119,289
D47,18.50874,73.847723,30,246
D16,18.498233,73.900162,56,280
D18,18.53223,73.886397,59,334
D50,18.484823,73.824761,42,208
D38,18.508076,73.806874,65,319
D17,18.510957,73.865454,53,204
D36,18.490414,73.88987,53,127
D42,18.525046,73.830482,58,105
D8,18.476115,73.830907,10,28
D4,18.522834,73.900246,6,305
D25,18.488681,73.814,36,7
D42,18.525458,73.866618,55,93
D2,18.495434,73.835091,39,312
D21,18.479754,73.847504,45,276
D34,18.565223,73.903374,37,33
D18,18.471038,73.859447,7,127
D44,18.519996,73.833712,3,150
D11,18.47094,73.884066,8,97
D7,18.52036,73.823857,67,231
D48,18.503809,73.831166,90,195
D29,18.563362,73.840853,43,353
D4,18.542376,73.863518,83,283
D12,18.560111,73.878045,56,109
D2,18.495962,73.883697,111,65
D24,18.492581,73.885488,91,66
D33,18.53737,73.886243,70,167
D17,18.508069,73.810608,57,10
D10,18.535126,73.884542,37,229
D38,18.515728,73.809029,49,213
D49,18.47695,73.820964,70,11
D42,18.551227,73.899761,2,33
D20,18.515328,73.860996,36,211
D2,18.528156,73.852197,65,270
D47,18.555632,73.877549,48,48
D25,18.479962,73.896675,35,8
D26,18.525167,73.875177,46,235
D1,18.493144,73.812336,111,344
D28,18.565597,73.817998,57,156
D47,18.472287,73.864835,36,252
D1,18.559432,73.857141,62,48
D12,18.475657,73.837004,52,253
D45,18.50355,73.903128,46,331
D19,18.532527,73.867295,50,304
D13,18.498856,73.834624,86,3
D29,18.55018,73.8484,60,15
D28,18.570346,73.889375,30,256
D24,18.475355,73.865557,84,310
D45,18.482326,73.871103,36,312
D45,18.471574,73.816979,98,87
D12,18.538308,73.847422,42,294
D32,18.566566,73.832446,46,161
D39,18.559513,73.89996,45,250
D2,18.528342,73.837364,106,193
D38,18.541659,73.812689,60,119
D50,18.486921,73.892604,38,334
D45,18.54995,73.881841,67,2
D45,18.488701,73.824777,66,101
D14,18.533735,73.886258,70,16
D8,18.493911,73.859992,52,135
D22,18.471528,73.90301,116,247
D24,18.49006,73.875645,44,222
D1,18.504928,73.823795,5,304
D19,18.547791,73.825916,34,228
D32,18.551291,73.849075,50,269
D14,18.508123,73.89526,3,112
D30,18.512364,73.868906,47,185
D3,18.478435,73.826287,54,176
D31,18.53675,73.885104,57,316
D6,18.485844,73.850689,56,130
D44,18.550252,73.807361,103,12
D10,18.482585,73.84814,9,294
D44,18.543056,73.810802,54,337
D46,18.552227,73.871326,104,8
D36,18.515772,73.86567,48,73
D13,18.489569,73.895994,31,341
D16,18.531015,73.890244,3,180
D47,18.514463,73.884171,10,226
D19,18.545801,73.840894,2,141
D14,18.527822,73.863915,55,164
D25,18.511227,73.822902,62,138
D35,18.515583,73.827762,48,130
D46,18.535603,73.845971,37,132
D19,18.52475,73.821687,59,289
D21,18.531317,73.810474,8,195
D28,18.550869,73.812076,45,10
D10,18.559799,73.90336,92,248
D27,18.526451,73.901153,39,220
D43,18.550942,73.862828,85,321
D1,18.562982,73.889987,52,121
D4,18.48823,73.816176,68,173
D31,18.562262,73.860159,62,261
D48,18.505206,73.811557,52,337
D4,18.548035,73.891613,60,315
D11,18.533175,73.893419,42,105
D26,18.558728,73.830124,1,82
D26,18.494853,73.883234,7,4
D44,18.476245,73.872104,70,313
D49,18.501136,73.85229,63,0
D28,18.538918,73.892141,45,278
D45,18.562105,73.861698,10,215
D11,18.542906,73.886745,36,273
D28,18.560127,73.846066,32,197
D26,18.563324,73.858851,32,301
D15,18.515715,73.842719,101,54
D2,18.521693,73.891962,32,110
D34,18.546209,73.890643,66,224
D6,18.528707,73.831289,53,30
D22,18.550942,73.858946,57,219
D26,18.511949,73.816228,86,25
D44,18.513475,73.900111,107,291
D9,18.53611,73.847745,69,9
D43,18.492699,73.83165,44,46
D50,18.490203,73.90431,33,223
D46,18.556948,73.895495,84,99
D20,18.484009,73.836462,6,8
D23,18.568744,73.834482,6,93
D8,18.513228,73.900055,5,158
D50,18.527454,73.830892,2,331
D6,18.569489,73.81598,50,132
D10,18.540455,73.866089,68,344
D39,18.475834,73.882009,66,122
D9,18.510573,73.816074,49,169
D25,18.517501,73.849983,120,311
D10,18.506565,73.88215,68,338
D6,18.558714,73.815692,80,320
D25,18.53029,73.896458,67,90
D13,18.491138,73.808023,36,344
D43,18.498841,73.819621,59,189
D15,18.547757,73.887553,31,223
D29,18.492788,73.817123,68,144
D25,18.546803,73.902178,8,244
D2,18.525533,73.842824,40,184
D2,18.538356,73.897993,10,350
D10,18.54252,73.83436,6,123
D1,18.546178,73.807909,44,20
D48,18.477756,73.856351,47,281
D12,18.524158,73.856082,58,195
D20,18.486529,73.876197,49,231
D38,18.483238,73.875143,63,53
D8,18.480288,73.870213,86,7
D33,18.524261,73.885161,42,145
D6,18.491489,73.820459,10,311
D49,18.522179,73.890952,57,218
D8,18.523496,73.879889,32,332
D44,18.480185,73.867259,58,146
D26,18.49324,73.842559,70,126
D2,18.527109,73.821193,42,318
D7,18.505831,73.857591,38,133
D26,18.529453,73.838621,95,260
D44,18.565709,73.87885,90,218
D16,18.548779,73.864704,35,132
D20,18.504999,73.883638,108,50
D44,18.543726,73.818473,44,317
D22,18.540321,73.87567,59,332
D2,18.490652,73.887934,54,39
D15,18.493531,73.861947,117,103
D43,18.542883,73.847776,50,63
D6,18.570325,73.90125,58,228
D32,18.479271,73.862284,31,33
D17,18.487667,73.884505,57,75
D23,18.559116,73.856427,2,9
D21,18.547744,73.821976,39,156
D24,18.516272,73.863971,44,92
D10,18.513872,73.838768,44,127
D22,18.500702,73.843129,106,276
D45,18.508103,73.877744,41,97
D29,18.543076,73.833198,60,69
D19,18.495218,73.847099,38,112
D13,18.50422,73.882392,63,340
D41,18.493435,73.850012,62,152
D40,18.554908,73.831244,54,156
D13,18.488899,73.890793,40,296
D7,18.482549,73.879153,43,177
D18,18.510207,73.821284,10,245
D12,18.516788,73.855573,57,345
D38,18.478198,73.895485,67,64
D23,18.486909,73.871713,38,237
D31,18.547886,73.865937,119,307
D50,18.520238,73.81341,0,105
D5,18.550978,73.873907,66,68
D18,18.55322,73.823969,60,237
D10,18.480514,73.855211,32,100
D3,18.555681,73.828028,35,24
D39,18.51636,73.881796,5,337
D40,18.474041,73.881487,54,137
D48,18.474174,73.897982,82,209
D31,18.487334,73.871124,63,198
D47,18.492124,73.8454,59,318
D35,18.494946,73.875973,108,258
D46,18.479776,73.808234,47,230
D31,18.478223,73.856824,50,314
D32,18.537555,73.884788,88,204
D10,18.477636,73.835655,47,244
D48,18.540945,73.906123,96,245
D15,18.517913,73.897577,56,305
D8,18.525801,73.856191,69,146
D5,18.560933,73.848484,89,5
D40,18.540441,73.87256,8,165
D41,18.512721,73.84685,70,90
D30,18.480177,73.841143,34,12
